idx,cluster,is_noise,probability,doc_id,period,year,x_2d,y_2d,text_preview
1973,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.6732,3.4931,"Скаткин и др. Вместе с тем попытки научной интеллигенции выйти за пределы сложившихся догм, расширение критики «культа личности» вне рамок известного "
1974,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.6693,3.4947,Преимущественное право получа4 ли демобилизованные из армии и отработавшие не менее двух лет на про4 изводстве. К середине 19604х годов принятые на ль
1975,9,False,1.0,barsenkov_2010,2000-2012,2010,-2.1172,3.9985,"Литературным памятником консерватизма послесталинской эпохи является роман «Тля» И. Шевцова, герои кото4 рого, молодые московские художники, ведут бор"
1976,62,False,0.6646,barsenkov_2010,2000-2012,2010,-2.9807,2.5633,"Часть интел4 лигенции, ставшая на сторону хрущевских реформаций и названная позднее, в конце 19604х годов, либеральной интеллигенцией, поначалу не име"
1977,15,False,1.0,barsenkov_2010,2000-2012,2010,-0.5913,1.4381,"Точно так же по еврейскому признаку не слишком принимали в свои ряды группы пра4 вого, славянофильского фланга». Видный представитель советской литера"
1978,15,False,1.0,barsenkov_2010,2000-2012,2010,-0.5481,1.4356,"Постепенно из армии убрали всех ев4 реев4политруков, пропаганда всячески стала использовать имена русских полководцев, верхи стали заигрывать с церков"
1979,15,False,1.0,barsenkov_2010,2000-2012,2010,-0.3574,1.5155,"Он живет с обидой в душе. И на эту обиду очень легко ложится всяческая сионистская пропаганда, и Хаим подает заявление на выезд в Израиль». Таким обра"
1980,9,False,1.0,barsenkov_2010,2000-2012,2010,-2.0288,3.7274,Конфликт групповых интересов в интеллигентской среде перешел в открытую в период с апреля 1955 по март 1956 г. Требования реабили4 тации бывших «космо
1981,9,False,0.6858,barsenkov_2010,2000-2012,2010,-1.8691,3.527,После XX съезда КПСС идеологическое давление со стороны официаль4 ных политических и литературных начальников на деятелей литературы и искусства было 
1982,9,False,1.0,barsenkov_2010,2000-2012,2010,-2.109,3.8453,"любимцем советских меломанов. В конце 19504х годов проводятся выс4 тавки западного искусства - картин из собрания Дрезденской галереи, выставлявшихся "
1983,9,False,1.0,barsenkov_2010,2000-2012,2010,-2.1134,3.8099,"В декабре 1960 г. в «Юности» опубликована статья критика Ст. Расса4 дина «Шестидесятники» - о писателях нового литературного поколе4 ния, их героях и "
1984,62,False,0.8895,barsenkov_2010,2000-2012,2010,-3.0725,2.2733,"Избрали простой, как кувалда, метод про4 паганды “идей” позднего Ленина. Надо было ясно, четко и внятно вычле4 нить феномен большевизма, отделив его о"
1985,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.2043,1.7621,"А затем, в случае успеха, Плехановым и социал4демократией бить по Ленину, либе4 рализмом и “нравственным социализмом” - по революционаризму во4 обще. "
1986,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.5634,2.7461,"Шелепин и секретарь ЦК по идеологии Л. Ф. Ильичев сумели спровоцировать Хрущева на борьбу с современным искусством, кото4 рое было символом либеральны"
1987,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.233,3.1917,"Термин «диссидент» (от лат. несогласный) получил хождение с середины 19704х годов для обозначения лиц, оспаривавших официальные доктрины, внутреннюю и"
1988,-1,True,0.0,barsenkov_2010,2000-2012,2010,-0.2078,1.3443,Весной 1957 г. они установили связь с польскими оппозиционерами. Писали исторические заметки об СССР как помехе прогресса цивилизации. Выступали проти
1989,9,False,0.6215,barsenkov_2010,2000-2012,2010,-2.0371,3.5452,Как экстраординарные и таящие опасность восприняты властями неформальные собрания нонконформистской молодежи у памятника Маяковскому в Москве. Собрани
1990,9,False,1.0,barsenkov_2010,2000-2012,2010,-2.0511,3.8544,"В нем печатались «лагерная» проза в. Шаламова и Е. Гинзбург, не принятые к официальной публи4 кации работы Б. Ахмадулиной, в. Некрасова, Б. Окуджавы и"
1991,21,False,1.0,barsenkov_2010,2000-2012,2010,-0.1471,1.9241,"Против доклада Зимянина выступил Герой Советского Союза П. М. Машеров, затем и другие участники пленума. Однако смещение Патоличева не состоялось лишь"
1992,31,False,1.0,barsenkov_2010,2000-2012,2010,-2.8217,1.5983,но новое качественное состояние. «В ходе социалистических преобра4 зований в нашей стране сложилась невиданная в истории общность людей - советский на
1993,16,False,0.3784,barsenkov_2010,2000-2012,2010,1.3691,0.7575,"Реальной причиной дара крымской террито4 рии с преобладающим русским населением (из 1,2 млн жителей, рус4 ские насчитывали 71,4%) было стремление загл"
1994,16,False,0.4719,barsenkov_2010,2000-2012,2010,1.6134,0.7494,"(Всего ЦК насчитывал в то время 175 членов). Одним из основных направлений национальных движений в СССР в 19504е годы стало движение народов, высланны"
1995,16,False,0.6838,barsenkov_2010,2000-2012,2010,1.6816,0.7988,"нии из Грузии около 11 тыс. граждан, связанных с «мингрело4национа4 листической группой». Реабилитирующее постановление предписыва4 ло «всех незаконно"
1996,16,False,1.0,barsenkov_2010,2000-2012,2010,1.6737,0.785,"Репрес4 сированные народы категорически возражали против этого и требова4 ли, по примеру мингрелов, возвращения на земли предков и восстанов4 ления ра"
1997,16,False,1.0,barsenkov_2010,2000-2012,2010,1.7165,0.8026,"не влечет за собой возвращение имущества, конфискованного при выселении, и что они не имеют права возвращаться в места, откуда они выселены», восприни"
1998,16,False,0.6434,barsenkov_2010,2000-2012,2010,1.6566,0.8187,"препятствовать этому, выставляя «оперативные заслоны» на железно4 дорожных станциях. Стихийное возвращение обострило межнациональную обстановку на Сев"
1999,16,False,1.0,barsenkov_2010,2000-2012,2010,1.7682,0.6651,"Черкесия (сентябрь 1957 г.), а в связи с 3504летием добровольного вхож4 дения в Россию - Калмыкия (август 1957 г.), получившая в июне 1958 г. статус А"
2000,16,False,0.5853,barsenkov_2010,2000-2012,2010,1.6485,0.7713,ди немецких «спецпереселенцев» за годы ссылки. Особой активностью в этом отличалась секта меннонитов. В сложных условиях проходила борьба крымских тат
2001,16,False,1.0,barsenkov_2010,2000-2012,2010,1.734,0.5844,"Тем из них, кто хотел уехать из Средней Азии, разрешалось поселиться на терри4 тории Татарстана. Но это не устраивало крымских татар. В начале 604х го"
2002,31,False,1.0,barsenkov_2010,2000-2012,2010,-2.6138,1.7408,"Недавнее буржуазное прошлое Литвы, Латвии и Эстонии, традиции либерально4демократического управления, боль4 шое влияние в обществе служителей церкви, "
2003,31,False,1.0,barsenkov_2010,2000-2012,2010,-2.5045,1.6584,"Выдвижение в 1953 г. украинца на пост первого секретаря ЦК КПУ способствовало возрождению политики украиниза4 ции, большему учету национальной специфи"
2004,60,False,1.0,barsenkov_2010,2000-2012,2010,-1.9866,2.7325,Там такие разго4 воры подогревались некоторыми официальными лицами и печатью. Одним из «слабых мест» советской национальной политики в 19504е годы ста
2005,16,False,1.0,barsenkov_2010,2000-2012,2010,1.7442,0.643,Только в первой половине 19504х годов в Армению возврати4 лись 100 тыс. репатриантов. Они во многом способствовали популяр4 ности заграничной национал
2006,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.7885,1.4371,"сийской республике нет ЦК, как это в других союзных республиках, где первым секретарем является представитель своей нации». Коррективы теоретических о"
2007,-1,True,0.0,barsenkov_2010,2000-2012,2010,-3.6573,1.3249,"§ 5. Внешняя политика Смерть И. в. Сталина и успешное испытание водородной бомбы стали, пожалуй, двумя наиболее значимыми событиями, определивши4 ми к"
2008,32,False,1.0,barsenkov_2010,2000-2012,2010,2.3915,-0.7745,Китайские специалисты были ознакомлены с советскими достижениями в области ядерных технологий. Однако курс КПСС на разоблачение культа Сталина вызвал 
2009,-1,True,0.0,barsenkov_2010,2000-2012,2010,-0.7201,2.4969,"С. об освобождении его от обязанностей Первого секретаря ЦК КПСС, члена Президиума ЦК КПСС и Председателя Совета министров СССР в связи с преклонным в"
2010,61,False,1.0,barsenkov_2010,2000-2012,2010,-1.9719,2.5363,"В дальнейшем неприятие реформ стало од4 ной из существенных характеристик нового политического курса, демон4 стрирующих полное непонимание эксперимент"
2011,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.3947,2.6793,"Наиболее отчетливое выражение она получила в выступлении руководителя МГК КПСС Н. г. Егорычева. «В последнее время, говорил он, стало модным... выиски"
2012,61,False,1.0,barsenkov_2010,2000-2012,2010,-1.8502,2.7179,"Просталинским настроениям отвечало избрание Брежнева не пер4 вым (как Хрущева), а генеральным (как Сталина) секретарем ЦК КПСС. Президиуму ЦК было воз"
2013,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.1987,2.8214,"Полянский, А. Н. Шелепин) пытались существенно подправить официальные оценки исторической деятельности Сталина. В журнале «Коммунист» была опубликован"
2014,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.0819,2.513,"Эти планы расстроились главным образом из4за публикаций на Западе хрущевских воспоминаний. Но4 вые разоблачения репрессивного режима, сталинского анти"
2015,23,False,0.7127,barsenkov_2010,2000-2012,2010,0.0217,2.1821,"Поводом для отставки стали недостат4 ки спецслужб, не сумевших воспрепятствовать в марте 1967 г. дочери Сталина С. Аллилуевой остаться жить на Западе."
2016,30,False,1.0,barsenkov_2010,2000-2012,2010,-5.9366,0.0557,"Худенко, пытаясь вернуть хотя бы заработанные в совхозе деньги, составил иск в суд, скрепив документ печатью не существо4 вавшего уже «Акчи». Это стал"
2017,23,False,0.9275,barsenkov_2010,2000-2012,2010,0.0528,1.4668,Большой масштаб приобрела борьба со злоупотреблениями в торгов4 ле. Отдан был под суд и расстрелян начальник Главного управления торговли Мосгорисполк
2018,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.2666,2.3278,"По его словам, «ни один враг не принес столько бед, сколько принес нам Хрущев своей политикой в отношении прошлого нашей партии и государства, а также"
2019,39,False,1.0,barsenkov_2010,2000-2012,2010,-4.0996,2.3145,"Достаточно образованное со4 ветское общество получало все больше информации не только о своей стране, но и о реальной жизни за рубежом. И эта возможно"
2020,9,False,0.9258,barsenkov_2010,2000-2012,2010,-2.2338,3.7137,"Со второй половины 19604х годов значительно усиливается идео4 логический контроль за СМИ, учреждениями культуры. Основанием для этого стало постановле"
2021,9,False,1.0,barsenkov_2010,2000-2012,2010,-2.0222,3.8431,"С. Глазунов. Боль4 шим влиянием и уважением среди членов клуба пользовались в. Д. Ива4 нов, исторический писатель, автор «Руси изначальной» и «Руси ве"
2022,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.2217,3.2276,"Медведевы. Они полагали, что все недостатки общественно4политической системы проистекают из сталинизма, являются результатом искажения марксизма4ленин"
2023,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.9133,3.1727,"На практике «официальное предостережение» осуществляли следователи КГБ, которые вызывали «профилактируемого» в это учреждение для беседы, ставили его "
2024,-1,True,0.0,barsenkov_2010,2000-2012,2010,-3.0266,1.7949,"И. Солженицын написал «Письмо вождям Со4 ветского Союза», в котором предлагал выход из главных, по его мне4 нию, опасностей, грозивших нам в ближайшие"
2025,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.4867,2.4933,Последующие его работы показывают большое своеобразие пред4 ставлений о способности СССР внести какой4либо вклад в конверген4 цию. Об истории своей ст
2026,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.9065,3.4012,"П. Подрабинек, автор книги «Каратель4 ная медицина» (1979). В феврале 1977 г., оказавшись перед перспекти4 вой расширения оппозиции, власти перешли к "
2027,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.8206,3.4101,В 1982 г. он был арестован и осужден за публикацию сво4 их произведений на Западе к 10 годам лагерей и 5 годам ссылки. В середине 19704х годов произош
2028,20,False,1.0,barsenkov_2010,2000-2012,2010,1.3159,1.4024,"сударственного или общественного строя и внешней безопасности СССР, совершенное в целях подрыва или ослабления Советской влас4 ти». По данным Верховно"
2029,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.0854,3.2102,"В ней утверж4 дается, что во времена «развитого социализма» группа «истинных ре4 форматоров» раскрутила новый виток разоблачения «культа личности Стал"
2030,-1,True,0.0,barsenkov_2010,2000-2012,2010,0.3244,2.0881,"В декабре 1986 г. был возвращен из ссылки А. Д. Сахаров. В 1989 г. разрешено опуб4 ликовать «Архипелаг ГУЛАГ», в августе 1990 г. было возвращено граж4"
2031,31,False,1.0,barsenkov_2010,2000-2012,2010,-2.5301,1.9958,"риальную автономию (национально4персональную, национально4культур4 ную) советская власть отвергала, полагая, что она противоречит принципу интернацион"
2032,16,False,1.0,barsenkov_2010,2000-2012,2010,1.7352,0.752,РСФср. Уступкой требованиям абхазов стало включение в конститу4 цию автономной республики положения о введении в ней трех государ4 ственных языков: аб
2033,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.9863,3.2042,"Поводом послу4 жила статья М. Лобанова «Освобождение», написанная по поводу ро4 мана М. Алексеева «Драчуны», где рассказывалась правда о голоде 1933 г"
2034,33,False,0.722,barsenkov_2010,2000-2012,2010,1.9581,-0.5883,«Угроза контр4 революции» была предотвращена. Но эта акция усилила раскол в «со4 циалистическом лагере». Албания вышла из Организации Варшавско4 го до
2035,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.5884,2.051,"В этом смысле Советский Союз был, скорее, антиимперией. Жесткая централизация управления госу4 дарством и экономикой, репрессии в отношении ряда народ"
2036,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.655,2.0631,"Устинов, К. У. Черненко - последняя когорта руководителей, которые получили политическую закваску в сталинское время и зани4 мали охранительные позици"
2037,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.7109,2.599,"С. Горбачев принадлежал к поколению, которое формировалось на волне десталинизации после ХХ и особенно - ХХII съезда партии. По сути, это было первое "
2038,60,False,1.0,barsenkov_2010,2000-2012,2010,-1.8983,2.8135,"Например, в декабре 1985 г. выступил с остро критической речью в Ташкенте о ситуации в Узбекистане, который стал одним из первых полигонов для разобла"
2039,16,False,0.2659,barsenkov_2010,2000-2012,2010,-5.9276,1.0559,"проведении эксперимента взорвался четвертый энергоблок. Перво4 начально не было ясного понимания, что произошедшее - катаст4 рофа не только национальн"
2040,33,False,1.0,barsenkov_2010,2000-2012,2010,2.2276,-0.6383,Это наносило огромный ущерб советской экономике. Разорением для страны грозила нача4 тая в США работа над «Стратегической оборонной инициативой» (СОИ 
2041,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.8487,2.1103,С этого времени ее реформа рассматривается как главное условие поступательного движения совет4 ского общества. В перспективе предполагалось реформиров
2042,9,False,0.7017,barsenkov_2010,2000-2012,2010,-2.4475,3.8668,"П. Берия, воссоздание атмосферы ужаса, порожденного бессмысленными кровавыми репрессиями, дава4 ли такую художественную версию событий, которая далеко"
2043,61,False,1.0,barsenkov_2010,2000-2012,2010,-2.1102,2.7212,Поставлен был вопрос о социальной цене рево4 люционных преобразований. На официальном уровне было признано создание к концу 19304х го4 дов администрат
2044,14,False,0.5653,barsenkov_2010,2000-2012,2010,-1.3598,3.0724,"Активно ве4 лась кампания по «дебрежневизации»: в печати разоблачались факты злоупотреблений и коррупции, в которых замешаны многие «первые лица» эпох"
2045,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.1853,3.2179,чивается «десталинизация» «снизу». Учрежденное рядом творческих организаций историко4просветительское общество «Мемориал» стави4 ло задачей содействие
2046,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.074,3.0402,"Постановлением ЦК КПСС от 20 октября отменено постановление ЦК ВКП(б) от 14 августа 1946 г. «О журналах “Звезда” и “Ленинград”», а в редакционной стат"
2047,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.9109,3.3552,"В результате с 1989 г. в центральных журналах началась публикация наиболее острых антисоветских произ4 ведений писателя, в частности, «Архипелага ГУЛА"
2048,31,False,1.0,barsenkov_2010,2000-2012,2010,-2.7806,2.0114,"Много внимания уделялось обоснованию идеи об аннексии Совет4 ским Союзом, а до него Россией, тех государств и территорий, историче4 скими наследниками"
2049,-1,True,0.0,barsenkov_2010,2000-2012,2010,-1.5275,2.7907,"Хруще4 ва на XX съезде КПСС о культе личности Сталина. Политические преоб4 разования в СССР позволили реабилитировать не только тех, кто предан забвен"
2050,1,False,0.4717,barsenkov_2010,2000-2012,2010,-3.5755,6.9112,И. Замятина. Потрясение вызывали пуб4 ликации А. И Солженицына («Архипелаг ГУЛАГ») и в. А. Шаламова («Колымские рассказы»).
2051,-1,True,0.0,barsenkov_2010,2000-2012,2010,-0.1897,2.8465,В Чечне известие о намерении ввести в республике чрезвычайное положение привело к сплочению сил оппозиции вокруг Дудаева. Рас4 пространявшийся слух о 
2052,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.5303,2.1483,"Помимо традицион4 ных противников из лево4патриотического лагеря, в число оппонентов попали и те, кто ранее горячо выступал за рыночные преобразования"
2053,-1,True,0.0,barsenkov_2010,2000-2012,2010,1.087,1.4575,"Так, в 1992 г. увеличение числа право4 нарушений составило более 70% в сравнении с предыдущим годом. Рос4 ли «традиционные» виды преступности: кражи и"
2054,20,False,0.3799,barsenkov_2010,2000-2012,2010,1.3249,1.1545,"грузинская, чеченская, таджикская, армянская, осетинская и др. О точ4 ной численности «бойцов» преступного мира судить трудно; в печати встречались уп"
2055,-1,True,0.0,barsenkov_2010,2000-2012,2010,-2.068,2.5192,ложение» было подкреплено излюбленным «фирменным» жестом - Ельцин совершил поездку в Таманскую и Кантемировскую дивизии. Де4 монстрация в СМИ политиче
2056,-1,True,0.0,barsenkov_2010,2000-2012,2010,0.6248,-0.6234,Еще ра4 нее на территории республики использовались силы ЮНА. В столкно4 вениях между общинами имели место и «этнические чистки».
2057,33,False,0.614,barsenkov_2010,2000-2012,2010,1.5623,-0.4176,"мая «Освободительная армия Косово». В ответ на ее террористические действия против сербов сербская полиция проводит ответные опера4 ции, которые албан"
2058,32,False,1.0,barsenkov_2010,2000-2012,2010,2.4011,-0.9072,"ти требований японской стороны. Однако жесткая позиция Японии привела к тому, что в 1992 г. визит Ельцина в Токио дважды отклады4 вался. Позже Япония,"
2059,43,False,0.9786,barsenkov_2010,2000-2012,2010,-4.7467,1.889,нение этого дисбаланса поставлено в качестве главной социальной за4 дачи страны на ближайшее будущее. В середине - второй половине 2004 г. были опреде
2060,33,False,1.0,barsenkov_2010,2000-2012,2010,2.1969,-0.7086,"В ЕС поставили вопрос о необходимости диверсификации поставок на континент из других регионов, а также о разработке новых источников получения энергии"
2061,51,False,0.9026,barsenkov_2010,2000-2012,2010,2.1973,-1.332,"Европейские парламентарии выступили с призывом учре4 дить общеевропейский день памяти «жертв сталинизма и нацизма», приурочив его ко дню подписания па"
2062,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.7364,7.2088,"Т. 1-17. Власть и диссиденты: Из документов КГБ и ЦК КПСС. М., 2006. Власть и художественная интеллигенция: Документы ЦК РКП(б)-ВКП(б)-ВЧКОГПУ-НКВД о "
2063,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.7437,7.1781,"Военный совет при Народном комиссаре обороны ССср. 1938. 1940: Документы и материалы. М., 2006. Всесоюзная перепись населения 1937 г.: Общие итоги: Сб"
2064,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.6994,7.2177,"Государственный антисемитизм в ССср. От начала до кульминации. 1938-1953. М., 2005. ГУЛАГ (Главное управление лагерей). 1917-1960: Сб."
2065,1,False,0.9865,barsenkov_2010,2000-2012,2010,-3.7341,7.1676,"С. Хрущева о культе личности Сталина на XX съезде КПСС: Документы. М., 2002. За советы без коммунистов: Крестьянское восстание в Тюменской губернии. 1"
2066,1,False,0.7456,barsenkov_2010,2000-2012,2010,-3.7388,7.1648,"Заключенные на стройках коммунизма. ГУЛАГ и объекты энергетики в СССР: Сб. документов и фотографий. М., 2008. Зданович А."
2067,1,False,0.7459,barsenkov_2010,2000-2012,2010,-3.7479,7.1759,"А. Органы госбезопасности и Красная Армия: Деятельность органов ВЧК-ОГПУ по обеспечению безопасности РККА (1921-1934). М., 2008. Ельцин-Хасбулатов: ед"
2068,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.7421,7.1468,"И. в. Сталин. Историческая идеология в СССР в 1920-19504е годы: Переписка с историками, статьи и заметки по истории, стенограммы выступлений. Сборник "
2069,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.7978,7.1372,"СПб., 2006. Изгнанники в своей стране: Письма из советской ссылки 1920-19304х гг.: по доку4 ментам фонда «Е. П. Пешкова. Помощь политическим заключенн"
2070,1,False,0.5893,barsenkov_2010,2000-2012,2010,-3.8057,7.1712,"М., 1957. История сталинского Гулага. Конец 19204х - первая половина 19504х годов: Собра4 ние документов в 7 т. М., 2004-2005."
2071,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.7916,7.1304,"Крестьянские восстания в Тамбовской губернии в 1919-1921 гг. Антоновщина: Док. и мат. Тамбов, 1994. Лаврентий Берия. 1953: Стенограмма июльского плену"
2072,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.8049,7.1459,"«Ленинградское дело». Л., 1990. «Литературный фронт». История политической цензуры 1932-1946 гг. Сб. докумен4 тов. М., 1994."
2073,1,False,0.4714,barsenkov_2010,2000-2012,2010,-3.621,7.2579,"Лубянка: Сталин и ВЧК-ГПУ-ОГПУ-НКВД. Архив Сталина. Январь 1922 - де4 кабрь 1936. М., 2003. Лубянка: Сталин и Главное управление госбезопасности НКВД."
2074,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.6713,7.2338,"Никита Хрущев. 1964. Стенограммы пленумов ЦК КПСС и другие документы. М., 2007. НКВД-МВД СССР в борьбе с бандитизмом и вооруженным националистическим "
2075,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.8181,7.1377,"1-3 Основные итоги Всероссийской переписи населения 2002 года. М., 2003. «Очистим Россию надолго...»: Репрессии против инакомыслящих. Конец 1921 - нач"
2076,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.7251,7.189,"М., 1994. Собрание постановлений Правительства ССср. М., 1939-1989. Собрание узаконений и распоряжений Рабочего и Крестьянского правительства РСФср. М"
2077,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.8188,7.2059,"Т. 1-8. Советская деревня глазами ВЧК-ОГПУ-НКВД. 1918-1939: Док. и мат.: В 4 т. М., 1998-2003."
2078,1,False,0.5484,barsenkov_2010,2000-2012,2010,-3.6088,7.2559,"Сталин и космополитизм: Док. Агитпропа ЦК КПСС. 1945-1953 М., 2005. Сталин И. в. О Великой Отечественной войне Советского Союза. М., 2002."
2079,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.798,7.1011,"Трагедия советской деревни. Коллективизация и раскулачивание. 1927-1939: Док. и мат.: В 5 т. М., 1991-2002. Учредительное собрание России 1918 г. (Сте"
2080,1,False,0.7463,barsenkov_2010,2000-2012,2010,-3.5172,7.3472,"1979 г. Воспоминания участников. М., 1999. Байбаков Н. К. От Сталина до Ельцина. М., 1998."
2081,1,False,0.4866,barsenkov_2010,2000-2012,2010,-3.6086,7.2455,"М., 2005. Буковский в. «И возвращается ветер…»: Письма русского путешественника. М., 1990. «В Белом море красный СЛОН…» (Воспоминания узников Соловецк"
2082,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.4946,7.3456,"Жизнь: (Так это было). М., 2006. Рапопорт Я. М. На рубеже двух эпох: Дело врачей 1953 года."
2083,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.5376,7.3271,"Глазами человека моего поколения: Размышления о И. в. Сталине. М., 1989. Смирнов г. Л. Уроки минувшего."
2084,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.4905,7.3942,"Яковлев А. Н. Омут памяти: От Сталина до Путина: В 2 кн. М., 2001. Яковлев А."
2085,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.7438,7.3015,"Андреевский г. в. Повседневная жизнь Москвы в сталинскую эпоху. 1930-19404е годы. 24е изд. М., 2008. Андриянов в. И."
2086,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.6966,7.2333,"Реабилитация репрессированных граждан России (ХХ - начало XXI века). М., 2006. Бугай Н.Ф. Чеченская республика: конфронтация, стабильность, мир. М., 2"
2087,1,False,0.6797,barsenkov_2010,2000-2012,2010,-3.6995,7.1916,"С. Сталин: Власть и искусство. М., 1998. Гросул в.Я. Образование СССР (1917-1924 гг.)."
2088,1,False,0.5073,barsenkov_2010,2000-2012,2010,-3.6422,7.294,"М., 2006. ГУЛАГ: Экономика принудительного труда. М., 2008. Дайнес в. О. Заградотряды и штрафбаты Красной Армии."
2089,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.5079,7.3811,"в. Сталин: Путь к власти. М., 2006. Емельянов Ю. в. Сталин: На вершине власти. М., 2006."
2090,1,False,0.8082,barsenkov_2010,2000-2012,2010,-3.5385,7.4129,"М., 2003. Жуков Ю. Н. Иной Сталин: Политические реформы в СССР в 1935-1937 гг. М., 2003, 2008. Жуков Ю."
2091,1,False,0.7544,barsenkov_2010,2000-2012,2010,-3.719,7.1854,"Сталинская «революция сверху» после «великого перелома», 1930- 1939: Политика, осуществление, результаты. М., 2006. Земсков в. Н. Спецпоселенцы ССср. "
2092,1,False,0.4619,barsenkov_2010,2000-2012,2010,-3.7015,7.2776,"История ГУЛАГа. 1918-1958: Социально4экономический и политико4 правовой аспекты. М., 2006. Иванченко А.в., Любарев А.Е. Российские выборы от перестрой"
2093,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.7801,7.1295,"24е изд. М., 2007. Ивницкий Н. А. Репрессивная политика советской власти в деревне (1928-1933 гг.)."
2094,1,False,0.9929,barsenkov_2010,2000-2012,2010,-3.6785,7.2566,"Я. Государственный Комитет Обороны постановляет… М., 1990. Кондрашин в. в. Голод 1932-1933 годов: Трагедия российской деревни. М., 2008. Кондрашин в. "
2095,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.6324,7.2966,"в. Современная внешняя политика России. Стратегия избирательной вовлеченности. М., 2009. Костырченко г. в. Сталин против «космополитов». Власть и евре"
2096,1,False,0.876,barsenkov_2010,2000-2012,2010,-3.6309,7.2858,"Костырченко г. в. Тайная политика Сталина: власть и антисемитизм. М., 2003. Красовицкая Т. Ю. Модернизация России: национально4культурная политика 204"
2097,1,False,0.5118,barsenkov_2010,2000-2012,2010,-3.8103,7.0453,"Чекистский Олимп. М., 2006. Мельтюхов М. И. Освободительный поход Сталина: Бессарабский вопрос в советс4 ко4румынских отношениях (1917-1940 гг.)."
2098,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.6558,7.2498,"М., 2004. Мельтюхов М. И. Упущенный шанс Сталина: Схватка за Европу. 1939-1941 гг. 34е изд., испр."
2099,1,False,0.5561,barsenkov_2010,2000-2012,2010,-3.6894,7.2856,"Расстрельные 304е годы и профсоюзы. СПб., 2007. НЭП: экономические, политические и социокультурные аспекты. М., 2006. Нэх в. Ф."
2100,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.5852,7.4242,"24е изд. М., 2007. Петров Н., Янсен М. «Сталинский питомец» - Николай Ежов. М., 2008. Петров Н."
2101,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.6506,7.2607,"От союза - к холодной войне: Советско4американские отношения в 1945-1947 гг. М., 2006. Печатнов в. О. Сталин, Рузвельт, Трумэн: СССР и США в 19404х гг"
2102,1,False,1.0,barsenkov_2010,2000-2012,2010,-3.6062,7.3011,"Пыжиков А. в. Хрущевская «оттепель». М., 2002. Пыхалов И. в. За что Сталин выселял народы."
2103,1,False,0.5184,barsenkov_2010,2000-2012,2010,-3.67,7.2255,"Сталинские депортации - преступ4 ный произвол или справедливое возмездие? М., 2008. Раев М. Россия за рубежом: История культуры русской эмиграции. 191"
2104,1,False,0.8658,barsenkov_2010,2000-2012,2010,-3.6427,7.2432,"2. Сталинское десятилетие холодной войны: Факты и гипотезы. М., 1999. Старцев в. И. Немецкие деньги и русская революция: Ненаписанный роман Ферди4 нан"
